sample	segments	clonality	ploidy	homozygousLoss	segvariance	grid_ploidy	grid_purity	use
JBLAB-4970	379	0.153855770319902	2.793	0.0702049361702168	0.32227655118299	2.8	0.72	TRUE
JBLAB-4971	513	0.136984364526841	3.19	0	0.187465784534097	3.2	0.58	TRUE
JBLAB-4972	182	0.11600873704319	2.99	0.0109497120180626	0.296856319678554	3	0.46	TRUE
JBLAB-4972	182	0.133347621502091	4.188	0.0109497120180626	0.40957818675843	4.2	0.49	FALSE
JBLAB-4973	151	0.0412441029785328	3.168	0.00545865797069677	0.268402782393264	3.2	0.59	TRUE
JBLAB-4974	190	0.169400117957589	1.772	0.161353528214052	0.253808852026832	1.8	0.74	FALSE
JBLAB-4975	235	0.0579784299070241	1.888	0.0195337227758334	0.125899046573849	1.9	0.82	TRUE
JBLAB-4975	235	0.0874360716658407	3.776	0.0195337227758334	0.50801996458766	3.8	0.69	FALSE
JBLAB-4976	127	0.048148923926974	1.791	0.0444222232966479	0.133812385343219	1.8	0.81	TRUE
JBLAB-4976	127	0.0862109652061434	3.683	0.00433384637485138	0.503748837180776	3.7	0.74	FALSE
JBLAB-4977	116	0.0616726735033289	2.796	0.0043344568710008	0.13654207169237	2.8	0.89	TRUE
JBLAB-4977	116	0.0617197356807082	1.796	0.0043344568710008	0.134632347975347	1.8	0.62	FALSE
JBLAB-4977	116	0.0952530116804018	5.692	0	0.507366930218636	5.7	0.92	FALSE
JBLAB-4977	116	0.0953088551399363	4.692	0.0043344568710008	0.49895225554214	4.7	0.64	FALSE
JBLAB-4977	116	0.112587451543209	3.795	0	0.21234122772653	3.8	1	FALSE
JBLAB-4977	116	0.115657878265556	6.591	0	0.640552900260918	6.6	1	FALSE
JBLAB-4978	102	0.0636234122501044	1.79	0.00325030529066399	0.18820918644491	1.8	0.67	TRUE
JBLAB-4979	141	0.0670472598574707	1.794	0	0.130558040518474	1.8	0.67	TRUE
JBLAB-4979	141	0.12165614280782	3.688	0	0.456668056073068	3.7	0.57	FALSE
JBLAB-4980	209	0.132199226008521	2.8	0.00547198004671053	0.190319433112427	2.8	0.73	FALSE
JBLAB-4980	209	0.134699334784515	1.8	4.1806201887297	0.179366802571948	1.8	0.55	TRUE
JBLAB-4980	209	0.139632642738425	3.9	0	0.231032485877663	3.9	1	FALSE
JBLAB-4981	212	0.108071365516166	2.996	0.0259697038740382	0.339492550599253	3	0.42	TRUE
JBLAB-4981	212	0.126789969339384	4.096	0.00432826594441464	0.380502722029849	4.1	0.5	FALSE
JBLAB-4982	185	0.14888455229249	1.893	0.0199998902592517	0.0855256348035116	1.9	0.68	FALSE
JBLAB-4982	185	0.177807474235194	4.786	0.00555551889917444	0.320813020938147	4.8	0.74	FALSE
JBLAB-4982	185	0.177823166810398	3.786	0.00555551889917444	0.320929750255113	3.8	0.54	FALSE
JBLAB-4985	171	0.0854127810148721	2.985	0.0108950731656416	0.0876311756041978	3	0.8	TRUE
JBLAB-4985	171	0.1305265065062	5.97	0.00653705116281551	0.332427217993465	6	0.71	FALSE
JBLAB-4986	325	0.120669240362446	3.163	0.0119892909187919	0.15615820541498	3.2	0.82	TRUE
JBLAB-4986	325	0.159772464731212	6.227	0.0119892909187919	0.604051891047922	6.2	0.7	FALSE
JBLAB-4986	325	0.163587818343497	7.226	0	0.628406396159077	7.2	1	FALSE
JBLAB-4986	325	0.172014297748523	4.058	0.0119892909187919	0.19822690034592	4.1	1	FALSE
JBLAB-4987	274	0.10530881847561	3.18	0.0163202061697082	0.192574712439739	3.2	0.75	TRUE
JBLAB-4987	274	0.144985837802812	7.26	0.00544006872323608	0.754366752602339	7.3	0.85	FALSE
JBLAB-4987	274	0.145046364435863	6.26	0.0119681584445927	0.750506130726246	6.3	0.6	FALSE
JBLAB-4988	123	0.109328092043989	1.872	0.0161869209071159	0.19385393532244	1.9	0.43	FALSE
JBLAB-4989	273	0.135483949786925	3.378	0	0.148720964902125	3.4	0.77	TRUE
JBLAB-4989	273	0.173896268479087	4.574	0	0.216426708200328	4.6	0.9	FALSE
JBLAB-4990	175	0.0537929011608741	1.803	0.107273981807819	0.0591972778903649	1.8	0.8	TRUE
JBLAB-4990	175	0.0950347982153033	3.706	0.107273981807819	0.255353938355479	3.7	0.65	FALSE
JBLAB-4990	175	0.118663372434089	6.509	0	0.56913782937889	6.5	0.76	FALSE
JBLAB-4990	175	0.118713615823216	5.509	0.107273981807819	0.569901772688061	5.5	0.55	FALSE
JBLAB-4993	29	0.0483430495332519	3.18	0	0.230717083063409	3.2	0.94	FALSE
JBLAB-4993	29	0.062033500994867	2.184	0.00544148914880148	0.159187982404044	2.2	0.78	TRUE
JBLAB-4994	217	0.140559295768786	2.18	0.0577737127283777	0.303781922615398	2.2	0.48	FALSE
JBLAB-4996	160	0.105895941478988	2.985	0.00866731722165791	0.236374737070293	3	0.76	TRUE
JBLAB-4996	160	0.172182028540454	6.97	0	0.954814541510854	7	0.87	FALSE
JBLAB-4997	203	0.103604829768824	2.671	0.0141846713801677	0.289013808988096	2.7	0.64	TRUE
JBLAB-4998	420	0.13093303109071	3.08	0.00869949421437364	0.182040863029048	3.1	0.87	TRUE
JBLAB-4998	420	0.171036824072551	6.061	0.00869949421437364	0.693022534169057	6.1	0.79	FALSE
JBLAB-4999	279	0.138094854246061	3.071	0.0687352391426302	0.331240334881959	3.1	0.68	TRUE
